"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorJaccard record1Value","[0] BookTitleComparatorJaccard record2Value","[0] BookTitleComparatorJaccard record1PreprocessedValue","[0] BookTitleComparatorJaccard record2PreprocessedValue","[0] BookTitleComparatorJaccard similarity","[0] BookTitleComparatorJaccard postproccesedSimilarity","[1] BookAuthorComparatorLevenshtein record1Value","[1] BookAuthorComparatorLevenshtein record2Value","[1] BookAuthorComparatorLevenshtein record1PreprocessedValue","[1] BookAuthorComparatorLevenshtein record2PreprocessedValue","[1] BookAuthorComparatorLevenshtein similarity","[1] BookAuthorComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","C93","B04604","0.08571428571428573",,"Be(com)ing Nigerian","The Dwarf","being nigerian","the dwarf","0.0","0.0","Elnathan_John","Pär Lagerkvist, Alexandra Dick (Translator)","elnathan john","pär lagerkvist, alexandra dick ","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C93","B25507","0.07999999999999999",,"Be(com)ing Nigerian","Seven Days In May","being nigerian","seven days in may","0.0","0.0","Elnathan_John","Fletcher Knebel, Charles W. Bailey II","elnathan john","fletcher knebel, charles w. bailey ii","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","C94","B00765","0.06153846153846154",,"Be(com)ing Nigerian","The Story of Ferdinand","being nigerian","the story of ferdinand","0.0","0.0","Elnathan_John","Munro Leaf, Robert Lawson (Illustrator)","elnathan john","munro leaf, robert lawson ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B32976","0.1",,"Evernight (series)","The Bad Example","evernight ","the bad example","0.0","0.0","Claudia_Gray","Irmgard Keun, Leila Berg (Translator), Ruth Baer (Translator)","claudia gray","irmgard keun, leila berg , ruth baer ","0.25","0.25"
"LinearCombinationMatchingRule","C93","B10051","0.06153846153846154",,"Be(com)ing Nigerian","The Wanderer","being nigerian","the wanderer","0.0","0.0","Elnathan_John","Mika Waltari, Naomi Walford (Translator)","elnathan john","mika waltari, naomi walford ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2371","B27913","0.11428571428571428",,"Evernight (series)","Jeremy Poldark","evernight ","jeremy poldark","0.0","0.0","Claudia_Gray","Winston Graham","claudia gray","winston graham","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","C2371","B26824","0.0",,"Evernight (series)","The Town House","evernight ","the town house","0.0","0.0","Claudia_Gray","Norah Lofts","claudia gray","norah lofts","0.0","0.0"
"LinearCombinationMatchingRule","C94","B10331","0.06153846153846154",,"Be(com)ing Nigerian","The Etruscan","being nigerian","the etruscan","0.0","0.0","Elnathan_John","Mika Waltari, Lily Leino (translator)","elnathan john","mika waltari, lily leino ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B37187","0.0923076923076923",,"Evernight (series)","The Queen's Confession","evernight ","the queen's confession","0.0","0.0","Claudia_Gray","Victoria Holt","claudia gray","victoria holt","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B19766","0.05333333333333332",,"Evernight (series)","The Principle of Relativity (Books on Physics)","evernight ","the principle of relativity ","0.0","0.0","Claudia_Gray","Albert Einstein, Hermann Minkowski","claudia gray","albert einstein, hermann minkowski","0.1333333333333333","0.1333333333333333"
"LinearCombinationMatchingRule","C2369","B38275","0.05714285714285716",,"Evernight (series)","Miss Lonelyhearts","evernight ","miss lonelyhearts","0.0","0.0","Claudia_Gray","Nathanael West, Malcolm Cowley (Introduction)","claudia gray","nathanael west, malcolm cowley ","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C93","B33127","0.06153846153846154",,"Be(com)ing Nigerian","Het gevaar","being nigerian","het gevaar","0.0","0.0","Elnathan_John","Jos Vandeloo","elnathan john","jos vandeloo","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B34459","0.07500000000000001",,"Be(com)ing Nigerian","Mimesis: The Representation of Reality in Western Literature","being nigerian","mimesis: the representation of reality in western literature","0.0","0.0","Elnathan_John","Erich Auerbach, Willard R. Trask (Translator)","elnathan john","erich auerbach, willard r. trask ","0.1875","0.1875"
"LinearCombinationMatchingRule","C94","B31028","0.06153846153846154",,"Be(com)ing Nigerian","Prochain épisode","being nigerian","prochain épisode","0.0","0.0","Elnathan_John","Hubert Aquin","elnathan john","hubert aquin","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B31638","0.06666666666666665",,"Evernight (series)","The Crimson Fairy Book","evernight ","the crimson fairy book","0.0","0.0","Claudia_Gray","Andrew Lang (Editor), Leonora Blanche Alleyne Lang","claudia gray","andrew lang , leonora blanche alleyne lang","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C93","B22483","0.08571428571428573",,"Be(com)ing Nigerian","The Madwoman of Chaillot","being nigerian","the madwoman of chaillot","0.0","0.0","Elnathan_John","Jean Giraudoux, Maurice Valency (Adaptation)","elnathan john","jean giraudoux, maurice valency ","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C93","B22482","0.12307692307692308",,"Be(com)ing Nigerian","A Spy in the House of Love","being nigerian","a spy in the house of love","0.0","0.0","Elnathan_John","Anaïs Nin","elnathan john","anaïs nin","0.3076923076923077","0.3076923076923077"
"LinearCombinationMatchingRule","C93","B25750","0.0",,"Be(com)ing Nigerian","I Had Trouble in Getting to Solla Sollew","being nigerian","i had trouble in getting to solla sollew","0.0","0.0","Elnathan_John","Dr. Seuss","elnathan john","dr. seuss","0.0","0.0"
"LinearCombinationMatchingRule","C94","B22542","0.0923076923076923",,"Be(com)ing Nigerian","The Rest of the Robots","being nigerian","the rest of the robots","0.0","0.0","Elnathan_John","Isaac Asimov","elnathan john","isaac asimov","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B31894","0.0",,"Evernight (series)","Murder in the Cathedral","evernight ","murder in the cathedral","0.0","0.0","Claudia_Gray","T.S. Eliot","claudia gray","t.s. eliot","0.0","0.0"
"LinearCombinationMatchingRule","C94","B01867","0.0923076923076923",,"Be(com)ing Nigerian","The Black Stallion","being nigerian","the black stallion","0.0","0.0","Elnathan_John","Walter Farley, Keith Ward (Illustrator)","elnathan john","walter farley, keith ward ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C93","B24428","0.0923076923076923",,"Be(com)ing Nigerian","A Walk in the Night and Other Stories","being nigerian","a walk in the night and other stories","0.0","0.0","Elnathan_John","Alex La Guma","elnathan john","alex la guma","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C93","B34472","0.05333333333333332",,"Be(com)ing Nigerian","Zen Buddhism: Selected Writings of D. T. Suzuki","being nigerian","zen buddhism: selected writings of d. t. suzuki","0.0","0.0","Elnathan_John","D.T. Suzuki, William Barrett (editor)","elnathan john","d.t. suzuki, william barrett ","0.1333333333333333","0.1333333333333333"
"LinearCombinationMatchingRule","C2369","B22702","0.03333333333333335",,"Evernight (series)","Kingmaker's Sword","evernight ","kingmaker's sword","0.0","0.0","Claudia_Gray","Ann Marston","claudia gray","ann marston","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C93","B14637","0.0923076923076923",,"Be(com)ing Nigerian","Katie John","being nigerian","katie john","0.0","0.0","Elnathan_John","Mary Calhoun, Paul Frame (Illustrator)","elnathan john","mary calhoun, paul frame ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C93","B38822","0.05333333333333332",,"Be(com)ing Nigerian","The Naked Streets","being nigerian","the naked streets","0.0","0.0","Elnathan_John","Vasco Pratolini","elnathan john","vasco pratolini","0.1333333333333333","0.1333333333333333"
"LinearCombinationMatchingRule","C93","B35314","0.1",,"Be(com)ing Nigerian","Ubu Roi","being nigerian","ubu roi","0.0","0.0","Elnathan_John","Alfred Jarry, Barbara Wright (Translator), Franciszka Themerson (Illustrator)","elnathan john","alfred jarry, barbara wright , franciszka themerson ","0.25","0.25"
"LinearCombinationMatchingRule","C2371","B22482","0.06666666666666665",,"Evernight (series)","A Spy in the House of Love","evernight ","a spy in the house of love","0.0","0.0","Claudia_Gray","Anaïs Nin","claudia gray","anaïs nin","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C2371","B22483","0.10666666666666669",,"Evernight (series)","The Madwoman of Chaillot","evernight ","the madwoman of chaillot","0.0","0.0","Claudia_Gray","Jean Giraudoux, Maurice Valency (Adaptation)","claudia gray","jean giraudoux, maurice valency ","0.2666666666666667","0.2666666666666667"
"LinearCombinationMatchingRule","C93","B14877","0.06153846153846154",,"Be(com)ing Nigerian","The Haunted Showboat","being nigerian","the haunted showboat","0.0","0.0","Elnathan_John","Carolyn Keene","elnathan john","carolyn keene","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B23583","0.06666666666666665",,"Be(com)ing Nigerian","Notes on the Synthesis of Form","being nigerian","notes on the synthesis of form","0.0","0.0","Elnathan_John","Christopher W. Alexander","elnathan john","christopher w. alexander","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C2369","B32556","0.08888888888888889",,"Evernight (series)","Straight Down a Crooked Lane","evernight ","straight down a crooked lane","0.0","0.0","Claudia_Gray","Francena H. Arnold","claudia gray","francena h. arnold","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","C2371","B10260","0.03333333333333335",,"Evernight (series)","If I Ran the Circus","evernight ","if i ran the circus","0.0","0.0","Claudia_Gray","Dr. Seuss","claudia gray","dr. seuss","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C93","B29922","0.10666666666666669",,"Be(com)ing Nigerian","Mijn kleine oorlog","being nigerian","mijn kleine oorlog","0.0","0.0","Elnathan_John","Louis Paul Boon","elnathan john","louis paul boon","0.2666666666666667","0.2666666666666667"
"LinearCombinationMatchingRule","C2369","B09534","0.08571428571428573",,"Evernight (series)","Last and First Men/Star Maker","evernight ","last and first men/star maker","0.0","0.0","Claudia_Gray","Olaf Stapledon","claudia gray","olaf stapledon","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C2369","B33886","0.08888888888888889",,"Evernight (series)","Anti-Intellectualism in American Life","evernight ","anti-intellectualism in american life","0.0","0.0","Claudia_Gray","Richard Hofstadter","claudia gray","richard hofstadter","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","C94","B32385","0.10526315789473686",,"Be(com)ing Nigerian","The Gardener","being nigerian","the gardener","0.0","0.0","Elnathan_John","Rabindranath Tagore","elnathan john","rabindranath tagore","0.26315789473684215","0.26315789473684215"
"LinearCombinationMatchingRule","C94","B34321","0.02666666666666666",,"Be(com)ing Nigerian","The Cuckoo Clock","being nigerian","the cuckoo clock","0.0","0.0","Elnathan_John","Mrs. Molesworth","elnathan john","mrs. molesworth","0.06666666666666665","0.06666666666666665"
"LinearCombinationMatchingRule","C2369","B39187","0.04705882352941178",,"Evernight (series)","Some Haunted Houses: Of England & Wales","evernight ","some haunted houses: of england & wales","0.0","0.0","Claudia_Gray","Elliott O'Donnell","claudia gray","elliott o'donnell","0.11764705882352944","0.11764705882352944"
"LinearCombinationMatchingRule","C2369","B16079","0.04705882352941178",,"Evernight (series)","Paradise Lost and Paradise Regained","evernight ","paradise lost and paradise regained","0.0","0.0","Claudia_Gray","John Milton, Christopher Ricks (Annotations)","claudia gray","john milton, christopher ricks ","0.11764705882352944","0.11764705882352944"
"LinearCombinationMatchingRule","C2371","B31359","0.06153846153846154",,"Evernight (series)","My Several Worlds","evernight ","my several worlds","0.0","0.0","Claudia_Gray","Pearl S. Buck","claudia gray","pearl s. buck","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B39186","0.06153846153846154",,"Evernight (series)","The Clue in the Old Stagecoach","evernight ","the clue in the old stagecoach","0.0","0.0","Claudia_Gray","Carolyn Keene","claudia gray","carolyn keene","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B22516","0.06153846153846154",,"Evernight (series)","The Dictionary of Accepted Ideas","evernight ","the dictionary of accepted ideas","0.0","0.0","Claudia_Gray","Gustave Flaubert, Jaques Barzun","claudia gray","gustave flaubert, jaques barzun","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B14941","0.0923076923076923",,"Be(com)ing Nigerian","In His Own Write","being nigerian","in his own write","0.0","0.0","Elnathan_John","John Lennon, Yoko Ono (Introduction)","elnathan john","john lennon, yoko ono ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B39182","0.03333333333333335",,"Evernight (series)","Fiddlesticks and Freckles","evernight ","fiddlesticks and freckles","0.0","0.0","Claudia_Gray","Sam Campbell","claudia gray","sam campbell","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C2369","B38090","0.0923076923076923",,"Evernight (series)","The White Goddess: A Historical Grammar of Poetic Myth","evernight ","the white goddess: a historical grammar of poetic myth","0.0","0.0","Claudia_Gray","Robert Graves","claudia gray","robert graves","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C94","B22323","0.0923076923076923",,"Be(com)ing Nigerian","By Searching: My Journey Through Doubt Into Faith","being nigerian","by searching: my journey through doubt into faith","0.0","0.0","Elnathan_John","Isobel Kuhn","elnathan john","isobel kuhn","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C93","B24008","0.07058823529411766",,"Be(com)ing Nigerian","You Can't Take it With You","being nigerian","you can't take it with you","0.0","0.0","Elnathan_John","Moss Hart, George S. Kaufman","elnathan john","moss hart, george s. kaufman","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","C2369","B10993","0.08571428571428573",,"Evernight (series)","The Gods of Mars","evernight ","the gods of mars","0.0","0.0","Claudia_Gray","Edgar Rice Burroughs, Michael Whelan (Illustrator)","claudia gray","edgar rice burroughs, michael whelan ","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C93","B38893","0.09090909090909093",,"Be(com)ing Nigerian","Miss Hickory","being nigerian","miss hickory","0.0","0.0","Elnathan_John","Carolyn Sherwin Bailey","elnathan john","carolyn sherwin bailey","0.2272727272727273","0.2272727272727273"
"LinearCombinationMatchingRule","C93","B37565","0.042105263157894736",,"Be(com)ing Nigerian","Dom schadzek","being nigerian","dom schadzek","0.0","0.0","Elnathan_John","Alain Robbe-Grillet","elnathan john","alain robbe-grillet","0.10526315789473684","0.10526315789473684"
"LinearCombinationMatchingRule","C93","B13331","0.06153846153846154",,"Be(com)ing Nigerian","Password to Larkspur Lane","being nigerian","password to larkspur lane","0.0","0.0","Elnathan_John","Carolyn Keene, Walter Karig (Ghostwriter)","elnathan john","carolyn keene, walter karig ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B10120","0.06153846153846154",,"Be(com)ing Nigerian","The Collected Poems of Wilfred Owen","being nigerian","the collected poems of wilfred owen","0.0","0.0","Elnathan_John","Wilfred Owen, Cecil Day-Lewis (Editor)","elnathan john","wilfred owen, cecil day-lewis ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B31034","0.0380952380952381",,"Be(com)ing Nigerian","Tusculan Disputations","being nigerian","tusculan disputations","0.0","0.0","Elnathan_John","Marcus Tullius Cicero","elnathan john","marcus tullius cicero","0.09523809523809523","0.09523809523809523"
"LinearCombinationMatchingRule","C2369","B18269","0.08421052631578947",,"Evernight (series)","Timon of Athens","evernight ","timon of athens","0.0","0.0","Claudia_Gray","William Shakespeare, H.J. Oliver","claudia gray","william shakespeare, h.j. oliver","0.21052631578947367","0.21052631578947367"
"LinearCombinationMatchingRule","C93","B17925","0.03076923076923075",,"Be(com)ing Nigerian","The Witch in the Wood","being nigerian","the witch in the wood","0.0","0.0","Elnathan_John","T.H. White","elnathan john","t.h. white","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C2371","B32457","0.11428571428571428",,"Evernight (series)","Iliad, Books 1–12 (Loeb Classical Library, #170)","evernight ","iliad, books 1–12 ","0.0","0.0","Claudia_Gray","Homer, Augustus Taber Murray (Translator), William F. Wyatt Jr. (Translator)","claudia gray","homer, augustus taber murray , william f. wyatt jr. ","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","C94","B33459","0.03076923076923075",,"Be(com)ing Nigerian","The Green Child","being nigerian","the green child","0.0","0.0","Elnathan_John","Herbert Read","elnathan john","herbert read","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C93","B13568","0.06153846153846154",,"Be(com)ing Nigerian","Arrowsmith","being nigerian","arrowsmith","0.0","0.0","Elnathan_John","Sinclair Lewis, E.L. Doctorow (Afterword)","elnathan john","sinclair lewis, e.l. doctorow ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B20150","0.06153846153846154",,"Be(com)ing Nigerian","Romans et nouvelles I","being nigerian","romans et nouvelles i","0.0","0.0","Elnathan_John","Stendhal","elnathan john","stendhal","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B14719","0.04444444444444447",,"Be(com)ing Nigerian","Force Of Circumstance","being nigerian","force of circumstance","0.0","0.0","Elnathan_John","Simone de Beauvoir","elnathan john","simone de beauvoir","0.11111111111111116","0.11111111111111116"
"LinearCombinationMatchingRule","C93","B27764","0.025",,"Be(com)ing Nigerian","Sixpence in Her Shoe","being nigerian","sixpence in her shoe","0.0","0.0","Elnathan_John","Phyllis McGinley","elnathan john","phyllis mcginley","0.0625","0.0625"
"LinearCombinationMatchingRule","C2369","B04073","0.0923076923076923",,"Evernight (series)","Illuminations","evernight ","illuminations","0.0","0.0","Claudia_Gray","Arthur Rimbaud, Louise Varèse (Translator)","claudia gray","arthur rimbaud, louise varèse ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B41264","0.0923076923076923",,"Evernight (series)","Alfred Hitchcock and the Three Investigators Series","evernight ","alfred hitchcock and the three investigators series","0.0","0.0","Claudia_Gray","Robert Arthur, William Arden","claudia gray","robert arthur, william arden","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C93","B24697","0.03076923076923075",,"Be(com)ing Nigerian","Sabrina Fair","being nigerian","sabrina fair","0.0","0.0","Elnathan_John","Samuel Taylor","elnathan john","samuel taylor","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C2369","B10546","0.03333333333333335",,"Evernight (series)","Humanae Vitae: Of Human Life","evernight ","humanae vitae: of human life","0.0","0.0","Claudia_Gray","Pope Paul VI","claudia gray","pope paul vi","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C2369","B31684","0.08571428571428573",,"Evernight (series)","La tumba de Antígona","evernight ","la tumba de antígona","0.0","0.0","Claudia_Gray","María Zambrano","claudia gray","maría zambrano","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C93","B02227","0.0923076923076923",,"Be(com)ing Nigerian","No Longer Human","being nigerian","no longer human","0.0","0.0","Elnathan_John","Osamu Dazai, Donald Keene (Translator; Introduction)","elnathan john","osamu dazai, donald keene ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C94","B26713","0.07500000000000001",,"Be(com)ing Nigerian","The Story of Babar","being nigerian","the story of babar","0.0","0.0","Elnathan_John","Jean de Brunhoff, Merle S. Haas (Translator)","elnathan john","jean de brunhoff, merle s. haas ","0.1875","0.1875"
"LinearCombinationMatchingRule","C94","B14970","0.0923076923076923",,"Be(com)ing Nigerian","The Narrow Road to the Deep North and Other Travel Sketches (Yuasa)","being nigerian","the narrow road to the deep north and other travel sketches ","0.0","0.0","Elnathan_John","Matsuo Bashō, Nobuyuki Yuasa (Translator & Introduction)","elnathan john","matsuo bashō, nobuyuki yuasa ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B22969","0.03333333333333335",,"Evernight (series)","The Man with the Golden Touch","evernight ","the man with the golden touch","0.0","0.0","Claudia_Gray","Mór Jókai","claudia gray","mór jókai","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C94","B34335","0.0",,"Be(com)ing Nigerian","Life Studies","being nigerian","life studies","0.0","0.0","Elnathan_John","Robert Lowell","elnathan john","robert lowell","0.0","0.0"
"LinearCombinationMatchingRule","C93","B39702","0.08571428571428573",,"Be(com)ing Nigerian","Rite of Passage","being nigerian","rite of passage","0.0","0.0","Elnathan_John","Alexei Panshin","elnathan john","alexei panshin","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C94","B37609","0.02857142857142856",,"Be(com)ing Nigerian","The Turf-Cutter's Donkey","being nigerian","the turf-cutter's donkey","0.0","0.0","Elnathan_John","Patricia Lynch","elnathan john","patricia lynch","0.0714285714285714","0.0714285714285714"
"LinearCombinationMatchingRule","C94","B21033","0.03076923076923075",,"Be(com)ing Nigerian","The Hidden Flower","being nigerian","the hidden flower","0.0","0.0","Elnathan_John","Pearl S. Buck","elnathan john","pearl s. buck","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C94","B23212","0.06153846153846154",,"Be(com)ing Nigerian","Fureur et Mystère","being nigerian","fureur et mystère","0.0","0.0","Elnathan_John","René Char","elnathan john","rené char","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B26882","0.11111111111111112",,"Be(com)ing Nigerian","In the Wake of the Sea-Serpents","being nigerian","in the wake of the sea-serpents","0.0","0.0","Elnathan_John","Bernard Heuvelmans","elnathan john","bernard heuvelmans","0.2777777777777778","0.2777777777777778"
"LinearCombinationMatchingRule","C2369","B32545","0.03333333333333335",,"Evernight (series)","The Darling Buds of May","evernight ","the darling buds of may","0.0","0.0","Claudia_Gray","H.E. Bates","claudia gray","h.e. bates","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C94","B24523","0.09523809523809526",,"Be(com)ing Nigerian","Spiritual Depression: Its Causes and Cure","being nigerian","spiritual depression: its causes and cure","0.0","0.0","Elnathan_John","D. Martyn Lloyd-Jones","elnathan john","d. martyn lloyd-jones","0.23809523809523814","0.23809523809523814"
"LinearCombinationMatchingRule","C2369","B13801","0.10666666666666669",,"Evernight (series)","Pippi in the South Seas","evernight ","pippi in the south seas","0.0","0.0","Claudia_Gray","Astrid Lindgren, Gerry Bothmer (Translation)","claudia gray","astrid lindgren, gerry bothmer ","0.2666666666666667","0.2666666666666667"
"LinearCombinationMatchingRule","C2369","B10774","0.1",,"Evernight (series)","Les Chants de Maldoror","evernight ","les chants de maldoror","0.0","0.0","Claudia_Gray","Comte de Lautréamont, Guy Wernham (Translator)","claudia gray","comte de lautréamont, guy wernham ","0.25","0.25"
"LinearCombinationMatchingRule","C2369","B08458","0.12307692307692308",,"Evernight (series)","The World as Will and Representation, Vol. 1","evernight ","the world as will and representation, vol. 1","0.0","0.0","Claudia_Gray","Arthur Schopenhauer, Judith Norman (Translator), E.F.J. Payne (Translator), Alistair Welchman (Translator), Christropher Janaway (Editor)","claudia gray","arthur schopenhauer, judith norman , e.f.j. payne , alistair welchman , christropher janaway ","0.3076923076923077","0.3076923076923077"
"LinearCombinationMatchingRule","C94","B14981","0.06153846153846154",,"Be(com)ing Nigerian","The Clue of the Leaning Chimney","being nigerian","the clue of the leaning chimney","0.0","0.0","Elnathan_John","Carolyn Keene","elnathan john","carolyn keene","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B23829","0.03333333333333335",,"Evernight (series)","The Caine Mutiny Court-Martial: A Drama in Two Acts","evernight ","the caine mutiny court-martial: a drama in two acts","0.0","0.0","Claudia_Gray","Herman Wouk","claudia gray","herman wouk","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C2369","B18241","0.06666666666666665",,"Evernight (series)","A Year from Monday: New Lectures and Writings","evernight ","a year from monday: new lectures and writings","0.0","0.0","Claudia_Gray","John Cage","claudia gray","john cage","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C93","B13345","0.12307692307692308",,"Be(com)ing Nigerian","The Diary of Anaïs Nin, Vol. 1: 1931-1934","being nigerian","the diary of anaïs nin, vol. 1: 1931-1934","0.0","0.0","Elnathan_John","Anaïs Nin, Gunther Stuhlmann (Editor, Introduction)","elnathan john","anaïs nin, gunther stuhlmann ","0.3076923076923077","0.3076923076923077"
"LinearCombinationMatchingRule","C2369","B40157","0.0923076923076923",,"Evernight (series)","Mustang Man","evernight ","mustang man","0.0","0.0","Claudia_Gray","Louis L'Amour","claudia gray","louis l'amour","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2371","B13975","0.10666666666666669",,"Evernight (series)","The Children's Hour","evernight ","the children's hour","0.0","0.0","Claudia_Gray","Lillian Hellman","claudia gray","lillian hellman","0.2666666666666667","0.2666666666666667"
"LinearCombinationMatchingRule","C93","B22294","0.06153846153846154",,"Be(com)ing Nigerian","Portrait of the Artist as a Young Dog","being nigerian","portrait of the artist as a young dog","0.0","0.0","Elnathan_John","Dylan Thomas","elnathan john","dylan thomas","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B21262","0.07999999999999999",,"Be(com)ing Nigerian","Genius","being nigerian","genius","0.0","0.0","Elnathan_John","Patrick Dennis (Pseudonym), Edward Everett Tanner III","elnathan john","patrick dennis , edward everett tanner iii","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","C94","B24798","0.02666666666666666",,"Be(com)ing Nigerian","Invitation to Sociology: A Humanistic Perspective","being nigerian","invitation to sociology: a humanistic perspective","0.0","0.0","Elnathan_John","Peter L. Berger","elnathan john","peter l. berger","0.06666666666666665","0.06666666666666665"
"LinearCombinationMatchingRule","C93","B01157","0.0",,"Be(com)ing Nigerian","Yertle the Turtle and Other Stories","being nigerian","yertle the turtle and other stories","0.0","0.0","Elnathan_John","Dr. Seuss","elnathan john","dr. seuss","0.0","0.0"
"LinearCombinationMatchingRule","C93","B31800","0.08888888888888889",,"Be(com)ing Nigerian","A Brother Beloved","being nigerian","a brother beloved","0.0","0.0","Elnathan_John","Francena H. Arnold","elnathan john","francena h. arnold","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","C2369","B31028","0.0",,"Evernight (series)","Prochain épisode","evernight ","prochain épisode","0.0","0.0","Claudia_Gray","Hubert Aquin","claudia gray","hubert aquin","0.0","0.0"
"LinearCombinationMatchingRule","C93","B17986","0.08571428571428573",,"Be(com)ing Nigerian","Asrar-i Khudi: Rahasia-rahasia Pribadi","being nigerian","asrar-i khudi: rahasia-rahasia pribadi","0.0","0.0","Elnathan_John","Muhammad Iqbal","elnathan john","muhammad iqbal","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C2369","B00765","0.1",,"Evernight (series)","The Story of Ferdinand","evernight ","the story of ferdinand","0.0","0.0","Claudia_Gray","Munro Leaf, Robert Lawson (Illustrator)","claudia gray","munro leaf, robert lawson ","0.25","0.25"
"LinearCombinationMatchingRule","C94","B36780","0.05714285714285716",,"Be(com)ing Nigerian","Common Sense in Chess","being nigerian","common sense in chess","0.0","0.0","Elnathan_John","Emanuel Lasker","elnathan john","emanuel lasker","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C93","B12298","0.02857142857142856",,"Be(com)ing Nigerian","The Prize","being nigerian","the prize","0.0","0.0","Elnathan_John","Irving Wallace","elnathan john","irving wallace","0.0714285714285714","0.0714285714285714"
